Date,Open,High,Low,Close,Volume
08-08-2005,368.5,370.6,356.95,359.17,7513500.0
09-08-2005,359.98,366.0,354.2,356.83,7412250.0
10-08-2005,358.5,364.98,357.77,363.67,6031000.0
11-08-2005,365.05,368.2,359.83,362.42,5815750.0
12-08-2005,363.0,364.8,355.2,356.27,4929000.0
16-08-2005,357.88,358.0,352.05,353.35,3319500.0
17-08-2005,352.0,362.35,350.52,361.15,6103250.0
18-08-2005,362.85,366.35,355.83,357.6,7856000.0
19-08-2005,358.3,362.75,356.17,357.02,5959750.0
22-08-2005,357.4,358.85,348.65,351.7,4309250.0
23-08-2005,352.88,353.5,342.67,343.73,6907000.0
24-08-2005,344.67,349.0,342.33,348.08,7313000.0
25-08-2005,349.0,350.75,346.63,348.0,5949500.0
26-08-2005,353.52,356.0,350.15,353.0,3845250.0
29-08-2005,355.5,356.0,349.8,353.73,4569000.0
30-08-2005,354.45,358.75,352.95,357.5,4734000.0
31-08-2005,357.5,363.95,357.15,362.13,5408750.0
01-09-2005,362.45,366.88,361.05,364.6,4480250.0
02-09-2005,364.85,368.2,360.83,366.9,5152750.0
05-09-2005,367.45,369.9,364.55,366.1,3371000.0
06-09-2005,366.5,368.9,364.05,366.83,3340750.0
08-09-2005,367.65,373.4,366.58,370.42,4452500.0
09-09-2005,369.5,373.45,368.27,372.23,3959000.0
12-09-2005,374.15,378.9,372.8,378.08,4008000.0
13-09-2005,379.25,380.75,376.15,377.63,3666250.0
14-09-2005,377.5,378.95,369.23,372.0,5003750.0
15-09-2005,374.2,382.38,372.08,381.23,6130500.0
16-09-2005,382.95,384.75,378.52,382.95,4744750.0
19-09-2005,383.0,384.75,379.6,383.75,3522500.0
20-09-2005,382.5,391.45,379.08,389.7,9959000.0
21-09-2005,389.9,392.8,374.67,391.58,12256250.0
22-09-2005,389.0,392.5,375.5,377.9,8816000.0
23-09-2005,378.45,383.33,370.6,375.48,8191500.0
26-09-2005,377.5,391.95,376.63,390.42,7543000.0
27-09-2005,392.6,398.3,390.08,395.02,8103750.0
28-09-2005,394.95,401.17,392.08,400.35,8073500.0
29-09-2005,401.9,406.23,400.05,404.13,5172750.0
30-09-2005,404.0,407.9,393.3,400.15,9657750.0
03-10-2005,400.58,404.7,398.58,400.63,4747750.0
04-10-2005,401.0,407.4,400.52,406.38,5116750.0
05-10-2005,405.85,406.92,401.7,404.13,4923000.0
06-10-2005,401.13,402.42,396.08,397.85,6920500.0
07-10-2005,398.0,400.9,390.58,397.1,6970750.0
10-10-2005,397.25,398.8,392.05,393.58,3992250.0
11-10-2005,395.0,397.35,387.52,396.73,5533000.0
13-10-2005,395.0,399.0,389.5,390.4,5928500.0
14-10-2005,388.65,391.45,384.0,384.75,6773000.0
17-10-2005,385.02,390.65,381.52,388.48,6866500.0
18-10-2005,387.5,392.77,376.33,380.58,5447000.0
19-10-2005,376.05,381.33,371.5,375.83,7498000.0
20-10-2005,378.0,382.45,369.05,375.42,7542750.0
21-10-2005,374.5,387.25,372.17,386.55,8131000.0
24-10-2005,387.63,388.5,377.15,378.77,6074250.0
25-10-2005,382.5,390.7,380.25,384.52,7144000.0
26-10-2005,385.0,387.48,381.23,382.4,4208500.0
27-10-2005,382.45,384.92,375.02,376.3,6892500.0
28-10-2005,375.13,382.45,370.98,373.1,6415500.0
31-10-2005,374.95,384.0,372.15,383.38,4398750.0
01-11-2005,386.65,388.5,382.83,384.4,1921750.0
02-11-2005,382.63,390.7,380.35,389.92,4173250.0
07-11-2005,390.5,396.25,386.77,394.73,4529250.0
08-11-2005,394.58,397.55,392.1,395.58,4482250.0
09-11-2005,396.75,401.75,394.5,397.02,5554250.0
10-11-2005,398.0,398.5,392.63,394.67,2981000.0
11-11-2005,395.5,402.95,395.27,399.83,4924500.0
14-11-2005,400.83,402.75,395.13,400.73,4161750.0
16-11-2005,400.0,410.2,400.0,409.63,6436250.0
17-11-2005,410.5,416.35,408.0,415.1,6429250.0
18-11-2005,414.0,418.4,412.67,413.8,4174250.0
21-11-2005,413.5,417.5,410.67,415.13,5757750.0
22-11-2005,414.4,420.45,407.75,409.23,8270250.0
23-11-2005,410.2,416.6,409.05,415.88,5917250.0
24-11-2005,417.0,422.4,416.52,421.55,4302250.0
25-11-2005,426.0,426.0,419.4,423.05,4917250.0
26-11-2005,423.5,425.42,422.5,424.67,1395500.0
28-11-2005,424.27,427.25,423.0,426.27,2992750.0
29-11-2005,424.08,435.7,421.75,428.27,8571000.0
30-11-2005,428.45,431.58,417.6,419.0,6069250.0
01-12-2005,418.5,424.7,418.0,423.77,6018000.0
02-12-2005,426.33,427.88,421.55,422.88,5008750.0
05-12-2005,423.0,429.0,421.05,423.17,4378500.0
06-12-2005,422.5,427.45,417.15,421.65,5380000.0
07-12-2005,421.73,426.48,418.0,425.13,4833500.0
08-12-2005,424.5,427.45,421.0,426.38,4887500.0
09-12-2005,427.5,434.65,427.0,433.88,7096000.0
12-12-2005,435.2,438.35,432.5,433.5,3087250.0
13-12-2005,433.0,438.0,431.35,436.73,3631500.0
14-12-2005,437.5,438.0,431.3,433.17,3362250.0
15-12-2005,433.5,434.25,422.55,425.63,4365250.0
16-12-2005,426.25,430.0,424.02,428.85,4459500.0
19-12-2005,439.0,439.0,430.0,431.65,2537000.0
20-12-2005,433.0,434.5,429.25,430.23,4501000.0
21-12-2005,430.45,433.95,426.08,432.42,4932000.0
22-12-2005,434.45,436.45,427.5,429.52,6729750.0
23-12-2005,430.95,431.0,420.33,421.48,5237750.0
26-12-2005,422.0,422.0,412.65,416.42,4351250.0
27-12-2005,415.0,434.9,414.17,433.5,5700250.0
28-12-2005,435.58,445.0,434.58,437.15,7681000.0
29-12-2005,438.05,446.8,438.05,445.15,4480000.0
30-12-2005,450.5,453.2,446.05,447.9,3748250.0
02-01-2006,447.63,453.4,447.63,451.38,3311000.0
03-01-2006,452.05,462.48,450.25,461.27,5335000.0
04-01-2006,463.0,468.5,462.13,465.4,4382000.0
05-01-2006,466.7,467.33,461.0,462.13,4324000.0
06-01-2006,462.63,467.33,458.05,462.4,5059750.0
09-01-2006,462.25,463.7,455.0,456.35,4744500.0
10-01-2006,455.5,456.0,446.63,449.5,7401500.0
12-01-2006,441.7,451.35,437.5,445.7,9389000.0
13-01-2006,446.6,449.95,441.83,442.88,5253250.0
16-01-2006,443.0,443.0,432.08,437.02,7491250.0
17-01-2006,435.58,467.77,435.13,464.25,22823000.0
18-01-2006,357.0,357.23,342.67,346.88,9147250.0
19-01-2006,348.05,353.4,345.85,352.58,4904500.0
20-01-2006,353.0,354.88,351.05,352.23,2647500.0
23-01-2006,348.3,354.35,347.58,351.88,2289500.0
24-01-2006,355.15,356.95,345.8,348.05,3212750.0
25-01-2006,349.63,350.35,343.05,344.67,3234500.0
27-01-2006,351.35,354.67,350.58,352.63,3699250.0
30-01-2006,355.0,361.75,354.8,358.48,6617500.0
31-01-2006,359.2,363.23,357.5,360.4,5297000.0
01-02-2006,360.5,362.17,353.02,355.52,4232500.0
02-02-2006,356.05,358.5,352.17,356.55,3985750.0
03-02-2006,355.5,355.65,349.5,350.75,3259250.0
06-02-2006,345.17,363.25,344.5,361.88,7654500.0
07-02-2006,361.85,364.42,356.17,362.52,6490250.0
08-02-2006,362.63,363.98,359.5,361.15,3845750.0
10-02-2006,361.7,365.2,360.1,363.8,3226250.0
13-02-2006,364.35,364.35,360.25,360.88,1842500.0
14-02-2006,361.25,364.88,358.63,359.25,3850000.0
15-02-2006,360.98,361.5,351.65,354.75,5202250.0
16-02-2006,354.5,357.42,350.5,351.9,3805750.0
17-02-2006,352.85,356.73,348.1,349.73,5060750.0
20-02-2006,350.0,353.67,347.65,352.98,3658500.0
21-02-2006,353.95,354.7,349.45,350.8,3405000.0
22-02-2006,351.7,354.4,350.05,353.1,3257000.0
23-02-2006,353.45,353.9,347.85,350.02,5504750.0
24-02-2006,355.0,357.4,353.25,355.52,2537500.0
27-02-2006,355.2,357.0,352.63,354.1,2074750.0
28-02-2006,355.5,361.25,350.0,358.8,8335750.0
01-03-2006,357.2,361.45,355.5,358.55,4244000.0
02-03-2006,360.0,363.42,357.05,360.6,5599500.0
03-03-2006,361.13,363.0,358.33,361.73,4398250.0
06-03-2006,363.0,370.8,362.5,370.13,7676250.0
07-03-2006,369.83,373.23,367.75,369.3,5231500.0
08-03-2006,368.65,369.6,357.67,361.77,6110000.0
09-03-2006,363.0,366.45,357.0,365.75,4771500.0
10-03-2006,366.5,370.7,365.88,367.67,3592000.0
13-03-2006,368.95,371.95,367.6,368.45,3114750.0
14-03-2006,368.95,374.23,366.25,372.3,6027500.0
16-03-2006,373.5,384.88,373.5,384.15,8103000.0
17-03-2006,384.42,390.38,381.1,386.92,7566500.0
20-03-2006,388.02,389.9,385.08,389.0,2712500.0
21-03-2006,390.02,397.2,386.63,389.67,6009000.0
22-03-2006,390.0,393.42,380.73,386.3,5310000.0
23-03-2006,387.5,392.08,384.3,388.48,4728500.0
24-03-2006,390.5,393.25,388.5,391.83,2958500.0
27-03-2006,394.45,398.25,393.0,397.2,3578000.0
28-03-2006,397.45,398.48,393.3,395.55,2405500.0
29-03-2006,396.0,399.0,393.58,396.95,3027750.0
30-03-2006,399.35,403.1,397.05,399.23,3929000.0
31-03-2006,402.63,409.0,400.75,403.23,3888250.0
03-04-2006,405.02,424.0,405.02,419.1,5347750.0
04-04-2006,421.2,425.2,418.5,422.92,3291000.0
05-04-2006,424.95,425.5,421.0,424.73,2776000.0
07-04-2006,426.0,427.8,418.02,420.9,4163500.0
10-04-2006,421.5,424.92,415.98,423.23,3739000.0
12-04-2006,423.5,434.25,415.08,418.92,8924250.0
13-04-2006,417.4,428.85,415.0,424.6,8006500.0
17-04-2006,427.08,429.2,423.75,427.88,2861000.0
18-04-2006,429.0,447.95,429.0,445.67,8240000.0
19-04-2006,447.0,465.9,447.0,462.92,10196000.0
20-04-2006,466.0,499.5,465.8,497.42,15700500.0
21-04-2006,500.5,500.5,479.5,490.67,6995250.0
24-04-2006,484.0,503.45,478.02,492.33,6209500.0
25-04-2006,490.0,491.0,477.02,478.92,4478250.0
26-04-2006,478.3,494.38,478.05,492.58,5534750.0
27-04-2006,494.15,505.85,492.0,497.1,7750500.0
28-04-2006,490.0,509.25,488.05,506.38,6712750.0
29-04-2006,506.35,518.5,506.35,515.42,2577750.0
02-05-2006,517.9,525.88,517.9,521.33,2967750.0
03-05-2006,522.5,525.0,515.97,521.33,2802500.0
04-05-2006,523.0,565.75,523.0,546.67,17023000.0
05-05-2006,547.5,560.35,547.5,555.97,7018500.0
08-05-2006,562.5,590.45,560.0,584.8,11983750.0
09-05-2006,584.5,590.0,573.05,583.08,9235500.0
10-05-2006,586.9,594.75,575.58,592.3,12091500.0
11-05-2006,598.35,600.0,557.0,562.55,13200000.0
12-05-2006,550.0,554.45,534.55,537.88,11337000.0
15-05-2006,531.65,535.9,507.05,512.55,10124500.0
16-05-2006,515.25,528.5,488.2,524.3,13679750.0
17-05-2006,532.0,547.5,530.0,545.28,8078250.0
18-05-2006,534.25,534.25,496.42,502.25,10895000.0
19-05-2006,519.4,524.9,480.0,488.63,11527250.0
22-05-2006,497.4,497.4,395.5,464.13,8429000.0
23-05-2006,470.0,491.0,458.75,484.55,6828750.0
24-05-2006,485.0,485.92,465.67,468.42,5919500.0
25-05-2006,462.63,480.48,460.0,473.65,5882500.0
26-05-2006,480.0,495.9,475.95,478.77,6230750.0
29-05-2006,475.27,487.73,472.55,476.25,3956000.0
30-05-2006,476.5,486.7,468.42,474.45,4583250.0
31-05-2006,462.5,474.65,453.5,472.33,9352750.0
01-06-2006,477.63,482.5,459.5,462.27,7261250.0
02-06-2006,465.0,482.25,460.7,480.52,6904000.0
05-06-2006,481.75,485.9,461.75,462.73,5364750.0
06-06-2006,455.0,464.98,450.0,453.52,7861500.0
07-06-2006,452.48,461.35,438.27,446.85,8899250.0
08-06-2006,440.0,440.0,404.55,412.25,8203500.0
09-06-2006,410.0,463.9,408.5,460.6,8521500.0
12-06-2006,458.7,462.95,445.05,448.95,6559750.0
13-06-2006,434.5,440.0,423.65,428.13,5989750.0
14-06-2006,433.0,447.25,421.67,429.85,6277250.0
15-06-2006,442.23,451.38,435.3,449.4,5667000.0
16-06-2006,457.0,473.0,455.08,460.58,6100500.0
19-06-2006,465.95,471.5,459.0,468.95,3999000.0
20-06-2006,465.0,468.7,459.17,463.58,4561250.0
21-06-2006,460.05,484.5,458.5,482.73,6974000.0
22-06-2006,488.5,497.4,485.08,488.17,5362500.0
23-06-2006,475.52,509.05,475.52,506.92,7302000.0
25-06-2006,500.0,510.2,500.0,504.27,1484000.0
26-06-2006,507.0,512.47,487.67,490.45,7829000.0
27-06-2006,492.5,504.85,488.0,494.2,10651250.0
28-06-2006,479.48,503.98,479.48,501.13,6164750.0
29-06-2006,555.0,555.0,501.15,504.0,5787000.0
30-06-2006,516.9,532.4,516.1,530.65,4900500.0
03-07-2006,531.38,539.45,528.03,536.55,4303000.0
04-07-2006,538.45,541.7,533.28,536.6,3411250.0
05-07-2006,534.25,549.0,534.0,546.63,4387250.0
06-07-2006,542.5,545.95,537.03,542.7,4543250.0
07-07-2006,546.35,546.5,514.63,517.42,6527000.0
10-07-2006,521.33,526.47,513.13,523.58,5243750.0
11-07-2006,521.9,527.95,519.03,524.92,4351750.0
12-07-2006,520.05,548.0,520.05,546.92,6845250.0
13-07-2006,543.3,545.9,534.28,538.0,4645750.0
14-07-2006,530.0,537.0,525.0,533.38,4473500.0
17-07-2006,531.3,534.0,514.6,516.8,3546750.0
18-07-2006,516.65,520.85,495.55,503.73,6290000.0
19-07-2006,507.55,510.0,487.58,491.25,6332750.0
20-07-2006,502.42,507.5,491.8,498.83,7144250.0
21-07-2006,497.0,497.0,476.33,481.63,5440750.0
24-07-2006,478.45,487.9,469.15,486.65,4583500.0
25-07-2006,491.23,495.5,487.88,494.08,3431750.0
26-07-2006,494.0,502.35,491.05,499.73,3432750.0
27-07-2006,499.95,507.05,493.3,499.5,4701000.0
28-07-2006,501.0,502.0,487.7,490.63,6572750.0
31-07-2006,493.45,499.2,487.63,489.05,4937750.0
01-08-2006,488.75,495.9,488.02,493.63,6587750.0
02-08-2006,491.0,498.5,490.55,497.65,6243750.0
03-08-2006,499.0,505.75,493.05,495.88,7986000.0
04-08-2006,496.05,502.45,484.13,486.63,9345750.0
07-08-2006,485.0,487.08,477.83,479.52,5022750.0
08-08-2006,480.05,492.0,480.05,490.85,4826250.0
09-08-2006,488.25,501.0,487.05,495.92,7052000.0
10-08-2006,495.0,497.5,485.05,492.0,6000000.0
11-08-2006,492.5,510.0,489.1,508.2,13238250.0
14-08-2006,508.95,517.2,507.5,516.28,6679500.0
16-08-2006,517.5,528.0,517.5,524.05,7207500.0
17-08-2006,524.95,537.5,519.5,532.92,11536000.0
18-08-2006,533.92,536.25,525.03,529.9,6209000.0
21-08-2006,528.5,537.95,523.0,536.2,6343500.0
22-08-2006,536.7,544.5,531.1,534.53,8515000.0
23-08-2006,531.5,538.88,530.0,532.58,7870250.0
24-08-2006,529.9,559.9,528.6,554.17,12878500.0
25-08-2006,559.0,563.35,551.5,556.05,12104000.0
28-08-2006,555.65,563.72,554.45,562.7,6166250.0
29-08-2006,565.0,566.45,559.05,560.35,6436750.0
30-08-2006,561.5,568.42,556.1,564.65,7546500.0
31-08-2006,566.7,567.75,556.63,558.42,8038000.0
01-09-2006,565.25,568.9,562.15,565.85,5681500.0
04-09-2006,567.2,573.5,567.0,570.4,5088000.0
05-09-2006,569.7,570.35,563.5,567.17,4482750.0
06-09-2006,526.0,576.95,526.0,572.13,8605000.0
07-09-2006,566.0,571.0,564.25,566.85,5565750.0
08-09-2006,565.0,570.45,559.08,568.95,9338000.0
11-09-2006,567.5,568.5,542.45,545.0,12295000.0
12-09-2006,546.47,557.8,538.9,556.47,13671750.0
13-09-2006,559.9,566.5,558.5,561.72,9323750.0
14-09-2006,563.95,571.5,560.0,566.08,10894500.0
15-09-2006,565.0,575.0,559.13,573.25,10976000.0
18-09-2006,575.5,576.7,567.53,569.15,6420000.0
19-09-2006,567.45,574.92,555.05,560.2,10640000.0
20-09-2006,556.0,567.8,556.0,566.53,9319750.0
21-09-2006,569.0,574.0,567.5,571.88,8944750.0
22-09-2006,566.47,579.7,565.6,578.85,14726250.0
25-09-2006,565.0,587.5,550.58,581.72,9620250.0
26-09-2006,584.0,591.0,583.78,589.75,8849250.0
27-09-2006,595.0,595.0,586.55,587.88,5133500.0
28-09-2006,590.08,590.45,581.75,583.6,8222750.0
29-09-2006,589.15,593.4,587.28,588.5,3563750.0
03-10-2006,589.5,590.63,582.5,583.47,3009500.0
04-10-2006,584.65,586.45,576.0,578.65,10794000.0
05-10-2006,583.67,586.47,579.78,582.0,6012250.0
06-10-2006,583.5,591.5,579.5,585.85,9423750.0
09-10-2006,582.5,586.75,578.0,580.85,4381000.0
10-10-2006,582.22,585.65,577.0,578.6,3741000.0
11-10-2006,581.0,584.6,571.5,573.22,7192250.0
12-10-2006,574.25,589.3,573.5,587.7,9048500.0
13-10-2006,592.47,598.47,588.4,595.65,11460000.0
16-10-2006,597.95,609.45,597.5,607.3,9014750.0
17-10-2006,605.28,611.9,601.08,609.0,6228000.0
18-10-2006,607.2,611.5,603.25,604.97,6034750.0
19-10-2006,603.0,608.0,594.0,601.53,9509750.0
20-10-2006,606.0,610.45,599.22,602.4,8933250.0
21-10-2006,604.33,605.63,599.05,600.63,1800250.0
23-10-2006,597.6,600.47,595.13,596.78,3746500.0
26-10-2006,592.3,596.5,586.85,588.3,6655750.0
27-10-2006,594.22,614.4,594.22,612.53,9714000.0
30-10-2006,607.63,623.75,607.63,620.08,6081500.0
31-10-2006,621.0,621.0,610.75,614.1,4846250.0
01-11-2006,614.7,633.65,611.13,632.35,15229000.0
02-11-2006,632.42,649.53,630.25,643.17,10719750.0
03-11-2006,642.4,645.0,636.1,643.58,6945750.0
06-11-2006,643.92,657.92,640.55,653.58,8897500.0
07-11-2006,657.45,658.5,643.55,646.15,7503000.0
08-11-2006,646.08,647.2,624.13,630.47,10986000.0
09-11-2006,632.45,636.75,624.05,632.22,9671750.0
10-11-2006,631.17,646.65,628.63,643.33,8574500.0
13-11-2006,646.9,647.0,641.5,643.9,3322000.0
14-11-2006,645.92,647.5,636.35,640.28,4972750.0
15-11-2006,596.95,643.0,596.95,634.05,5061250.0
16-11-2006,634.97,641.83,632.5,634.53,5745750.0
17-11-2006,632.5,636.95,629.0,631.6,3719250.0
20-11-2006,629.5,635.4,620.05,632.03,5957750.0
21-11-2006,635.75,641.95,632.55,640.15,4707250.0
22-11-2006,641.08,648.0,638.45,642.42,7029500.0
23-11-2006,644.75,646.25,637.55,638.97,5162250.0
24-11-2006,640.0,640.0,630.78,633.28,3050000.0
27-11-2006,633.5,636.2,626.55,628.63,3494750.0
28-11-2006,622.5,637.25,622.35,628.0,7303250.0
29-11-2006,631.4,634.0,625.15,627.0,4073750.0
30-11-2006,629.0,630.8,620.83,621.97,5320500.0
01-12-2006,630.25,640.9,628.05,637.08,6145750.0
04-12-2006,637.5,644.45,634.13,636.35,4760250.0
05-12-2006,639.95,653.08,637.9,645.5,13041500.0
06-12-2006,647.55,654.5,639.5,644.85,10483750.0
07-12-2006,646.5,657.2,645.5,652.7,10469000.0
08-12-2006,657.0,657.4,636.5,639.3,8044000.0
11-12-2006,636.5,637.97,616.05,623.38,9260500.0
12-12-2006,616.0,632.95,591.5,603.9,13333000.0
13-12-2006,611.7,623.42,602.63,621.75,7985000.0
14-12-2006,625.0,637.5,621.33,632.28,5912750.0
15-12-2006,637.5,637.5,624.15,629.53,4986250.0
18-12-2006,631.0,652.2,624.1,648.0,8933500.0
19-12-2006,647.5,649.45,617.55,629.83,12433750.0
20-12-2006,638.0,639.75,618.3,626.25,9940250.0
21-12-2006,627.0,635.0,624.1,631.78,5898750.0
22-12-2006,632.0,638.83,629.17,636.55,4183000.0
26-12-2006,636.63,641.75,633.15,639.15,4570250.0
27-12-2006,641.5,649.75,641.5,646.83,6634250.0
28-12-2006,649.0,651.75,635.55,637.1,6915250.0
29-12-2006,645.78,647.5,638.45,640.28,3469250.0
02-01-2007,640.58,647.22,640.25,644.72,2394750.0
03-01-2007,646.58,650.2,642.5,646.22,3762750.0
04-01-2007,647.0,655.0,641.78,644.7,8126500.0
05-01-2007,644.17,659.5,643.1,647.7,10688750.0
08-01-2007,645.0,647.5,638.0,643.55,5882000.0
09-01-2007,643.92,649.0,638.08,643.03,5285750.0
10-01-2007,640.0,649.85,636.28,639.6,9145500.0
11-01-2007,640.05,654.0,637.0,651.72,8341750.0
12-01-2007,655.0,673.25,651.5,671.55,11602750.0
15-01-2007,675.0,687.5,675.0,683.97,7403500.0
16-01-2007,683.5,685.8,675.55,677.05,4741500.0
17-01-2007,679.0,684.5,675.05,679.17,4957250.0
18-01-2007,680.5,694.45,680.0,685.2,10386250.0
19-01-2007,698.5,735.0,688.0,691.85,14130500.0
22-01-2007,693.0,695.0,686.1,689.58,4511500.0
23-01-2007,686.25,692.25,681.08,682.2,4233750.0
24-01-2007,683.97,687.45,680.2,685.25,4763500.0
25-01-2007,688.45,692.45,681.5,684.97,4320000.0
29-01-2007,692.2,698.5,687.55,692.7,3852750.0
31-01-2007,690.25,694.3,681.75,685.63,4598250.0
01-02-2007,686.63,693.85,684.75,692.72,3045500.0
02-02-2007,695.0,699.35,688.0,690.58,4154250.0
05-02-2007,691.0,696.67,689.0,695.33,2905000.0
06-02-2007,696.75,707.1,692.5,697.17,8249250.0
07-02-2007,695.45,702.0,692.38,698.83,4993250.0
08-02-2007,699.5,702.25,693.35,699.92,4586500.0
09-02-2007,700.5,706.4,693.7,696.9,6464750.0
12-02-2007,690.13,694.42,672.2,681.03,4853250.0
13-02-2007,677.5,693.35,673.25,684.85,6003500.0
14-02-2007,680.0,697.05,678.5,692.65,5108250.0
15-02-2007,699.0,708.7,697.0,706.85,7307250.0
19-02-2007,709.97,717.38,708.15,712.08,7532250.0
20-02-2007,713.97,721.72,707.55,709.4,8787000.0
21-02-2007,709.9,714.47,702.0,704.22,4663000.0
22-02-2007,702.5,712.97,702.5,706.1,5917250.0
23-02-2007,713.2,725.92,704.05,711.75,19512000.0
26-02-2007,715.0,719.0,691.53,709.9,24763750.0
27-02-2007,706.03,712.95,701.78,706.5,11471500.0
28-02-2007,675.0,694.95,675.0,680.38,20663000.0
01-03-2007,675.0,688.4,660.88,685.35,17388000.0
02-03-2007,681.35,686.8,652.67,657.7,15710750.0
05-03-2007,650.0,650.0,625.08,631.83,17629000.0
06-03-2007,674.5,674.5,630.05,650.1,14749500.0
07-03-2007,655.25,663.5,629.55,645.28,15472250.0
08-03-2007,649.0,669.95,643.3,667.97,15027750.0
09-03-2007,671.0,672.0,650.4,657.4,9546000.0
12-03-2007,657.5,665.0,650.1,654.88,9709500.0
13-03-2007,657.47,664.5,652.67,661.75,7560500.0
14-03-2007,642.6,650.0,632.83,637.6,11058500.0
15-03-2007,640.95,649.55,634.35,637.67,9810500.0
16-03-2007,637.5,647.45,632.63,644.63,13609250.0
19-03-2007,649.0,655.17,644.0,653.67,6556250.0
20-03-2007,655.0,662.38,652.03,655.03,6365250.0
21-03-2007,657.5,671.0,654.08,669.5,7413250.0
22-03-2007,677.47,689.0,675.55,687.22,9163250.0
23-03-2007,687.47,691.78,679.0,688.65,7875750.0
26-03-2007,687.5,692.42,683.17,684.88,6494000.0
28-03-2007,681.05,684.95,673.88,676.15,8327500.0
29-03-2007,674.85,684.2,673.0,679.58,10074750.0
